# id,sample,weight_mg,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err,adR2,FStat,pFStat
262,GWHZ,8000,47.82579999999955,0.13421017983883393,49.132095830957596,0.021031102189030915,45.24630436577995,0.0031225818106343887,3.8857914651776455,0.02079799851238951,0.07908865680281546,0.00038986134248211295,0.7333249822864069,0.005988386516992902,-0.032444121774560075,0.00011917710973779142,0.975157711790457,51629.74567796689,1.1102230246251565e-16
263,GWHZ,8000,39.20679999999992,0.34448865356123465,37.84997461635614,0.02106384811863873,33.98828916884073,0.00478239340832245,3.861685447515412,0.020513761499371938,0.10202610402403436,0.0004868506120852038,1.379813166002134,0.011932193092887573,0.00011739905146114168,0.00017699216858758736,0.9262346865542426,16497.111272948947,1.1102230246251565e-16
264,GWHZ,8000,56.33930000000007,0.21220400689087066,58.790439061389456,0.029730397863181095,53.633628333682324,0.004525158374712575,5.156810727707132,0.02938400072806308,0.08771512528291119,0.00045601833089655927,1.5516019421035252,0.013497219041903827,-0.018380586298738996,8.552173624882975e-05,0.9354709444753901,38439.51709792678,1.1102230246251565e-16
265,GWHZ,8000,25.08820000000019,0.14339219407388015,24.309685815661265,0.01653962138606874,22.0730478835927,0.002800788673567919,2.2366379320685654,0.016300756375104686,0.09200604026842808,0.0006089437557515922,1.8310288148279479,0.020654380481422378,0.008514665005464052,5.2605346360148186e-05,0.8119754060917521,11444.900831905017,1.1102230246251565e-16
266,GWHZ,8000,34.30629999999968,0.11774622785539222,36.11370864143642,0.02310678737619299,33.14398401550771,0.010018352687821492,2.9697246259287065,0.02082201316566224,0.08223261297847659,0.0005296469166486478,1.2088810885987007,0.01656762152002291,-0.01929912254565572,0.0008455107494945539,0.9559238036742046,11490.209011499854,1.1102230246251565e-16
