# id,sample,weight_mg,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err,adR2,FStat,pFStat
447,CB3000,3300,53.476700000000974,0.1298613644390601,53.40990294699225,0.0129164252222507,48.662163484987815,0.0081086691257268,4.747739462004433,0.0100540303128386,0.0888924937144414,0.0001720395867983,5.1798985167878095,0.0248746619316393,-0.0979277616990297,0.0002271963239269,0.997406919488016,561289.4136312865,1.1102230246251563e-16
448,CB3000,3300,48.18469999999985,0.2171245104843141,47.55917954885042,0.0339458265294071,42.234688583307104,0.0254999558523932,5.324490965543318,0.0224069495980732,0.1119550634819985,0.0004226761233698,13.766629432222672,0.1078637860888554,-0.0840240070494627,0.0003986172460683,0.9965946061427724,629348.673122333,1.1102230246251563e-16
449,CB3000,3300,51.23279999999976,0.1876149230721245,50.2061865963286,0.021568759551226,46.43260551860734,0.0151749559357552,3.773581077721258,0.0153274949331745,0.0751616749557554,0.0002832572585019,9.36832444628916,0.087878683423756,-0.0953586055927927,0.0002726350557878,0.9947469567653208,406995.5362169768,1.1102230246251563e-16
458,CB3000,3300,76.26969999999972,0.3635988367887256,75.62556413054958,0.0255872180382624,76.26137621256223,0.0111955623242946,-0.6358120820126448,0.0230079358305002,-0.0084073697739968,0.0003067952384647,5.604508454156482,0.3974878093269287,-0.0666996424740155,0.0002061621125596,0.9629491054531718,62968.03414977684,1.1102230246251563e-16
460,CB3000,3300,46.18940000000009,0.2228391736147335,45.79020878094643,0.0186336926211246,41.891843351984136,0.0139935398829964,3.898365428962292,0.0123042814597822,0.08513534951569,0.000247206099111,8.781799525680212,0.0533785080659439,-0.1194860316570446,0.0003352635200761,0.99891153569524,1307989.382774672,1.1102230246251563e-16
461,CB3000,3300,46.0581,0.2364959203037553,45.27563472401939,0.018146603903872,41.47862536788184,0.0135976219178751,3.797009356137551,0.012016817857592,0.0838642987399839,0.0002444568552946,8.290398160937826,0.052995436455587,-0.1226041924735472,0.0003332716870624,0.99873101762994,1121916.5594275664,1.1102230246251563e-16
430,CB4000,2500,38.9896999999992,0.137996206299134,39.11019135982478,0.0092930509076594,35.598645708439335,0.0056186896372239,3.5115456513854464,0.0074021025346114,0.0897859491168999,0.0001727518555345,9.652867291186,0.0454912617678815,-0.0737186087448625,8.122355093999632e-05,0.9980340926845708,1454351.4387977645,1.1102230246251563e-16
431,CB4000,2500,37.33679999999996,0.2410059000187422,36.66547221923114,0.0320830855240603,30.983133991589785,0.0237315748326882,5.682338227641357,0.0215901999227587,0.1549779092893001,0.000507595189326,24.73506429227411,0.1309145271578789,-0.0697917218972765,0.0002428838990954,0.9990934238167558,3155724.778673525,1.1102230246251563e-16
432,CB4000,2500,35.47070000000053,0.1172401605903695,34.858792226867614,0.0212570193318974,28.07709604212173,0.0158450763475409,6.781696184745878,0.0141701950027958,0.1945476521564292,0.0003391505621129,26.985173598565304,0.0874438458670377,-0.0429837228138536,0.0001404368938453,0.9990870752546894,3816926.726359452,1.1102230246251563e-16
433,CB4000,2500,34.25660000000001,0.1300513489101638,33.30270021319748,0.0601184833769558,25.5431648636144,0.0433956584547211,7.759535349583079,0.0416058754363672,0.2330001861683295,0.0010051814555759,44.410153537774285,0.2391716861531879,-0.0217357005451893,0.00029455317539,0.999085509684988,3809020.7047578734,1.1102230246251563e-16
440,CB4000,2500,44.54360000000057,0.1585060382577409,43.58548247420123,0.0114835661879951,38.34818898713918,0.0084519729170936,5.237293487062047,0.0077740881267696,0.1201614204950481,0.0001586521453326,14.023805099174004,0.0460144007704571,-0.0487314144347676,0.0001120600845463,0.9983138472448596,1642984.364262941,1.1102230246251563e-16
441,CB4000,2500,43.68679999999982,0.1584640996278673,42.52712028545784,0.0121605727116442,37.35040271833526,0.0089714422101994,5.17671756712258,0.0082093089443776,0.1217274419799536,0.0001714728732364,14.15140368071004,0.0493127197146201,-0.0439282531789609,0.0001187955696247,0.997956588818714,1351342.2798854527,1.1102230246251563e-16
450,CB4000,5000,45.33729999999945,0.1660309497541834,44.93838604627553,0.0108738172880201,39.57993703883872,0.0077162742715659,5.358449007436815,0.0076615281621367,0.1192399077688042,0.0001515498693046,6.442431260102476,0.0212036421230085,-0.0908979524110027,0.0002046681347226,0.9988524144280074,1258591.7548814302,1.1102230246251563e-16
451,CB4000,5000,47.37569999999971,0.1442925165430635,46.581769380718086,0.0135319543993571,41.944905929384326,0.0096881279294064,4.636863451333762,0.0094474317721662,0.0995424500395455,0.0001837950633266,6.597764666965981,0.0307933670681394,-0.0922673500680103,0.0002551972372544,0.998129598131559,770983.8358049904,1.1102230246251563e-16
452,CB4000,5000,49.309699999999005,0.1270119759788099,48.86732394165726,0.0143236781394219,42.16110785261388,0.0095920557320276,6.706216089043382,0.0106376793651355,0.1372331355211908,0.0001897332564857,7.877460532720162,0.0288641558122303,-0.0760620292399442,0.0001906777557252,0.9974773565365264,791314.3935404902,1.1102230246251563e-16
453,CB4000,5000,50.22359999999957,0.1564209305288369,49.14496798096812,0.0148164120740619,43.32627267773604,0.0103324536289883,5.818695303232081,0.0106191557457839,0.1183985979090561,0.0001921143563903,8.531435642599112,0.0360213271095086,-0.0732467188267761,0.0002009263270021,0.9973005458677948,738244.9996177771,1.1102230246251563e-16
468,CB6000,1000,47.32499999999926,0.1499916580930332,47.22804817972863,0.010918975922055,44.5161573588957,0.0081470232593352,2.7118908208329366,0.0072698037936567,0.0574211919686518,0.0001454286908689,7.987918182422295,0.0449154106016935,-0.053755318071114,0.0002007475705472,0.9980454616858286,738371.656038629,1.1102230246251563e-16
469,CB6000,1000,49.83489999999932,0.1375169113269371,49.41898068071968,0.0070462125797242,46.97986684612053,0.0051798201939799,2.4391138345991483,0.0047768791565938,0.0493558102777855,9.20355505705102e-05,7.267586992817295,0.0315356625776368,-0.0656822850240846,0.0001320466115708,0.9990338490890056,1495215.5977214146,1.1102230246251563e-16
