# id,sample,weight,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err
15,MS,5g,122.09540540540542,0.12121996389002576,121.55471448825196,0.014065290473055193,110.73910735131895,0.005684554273305432,10.815607136933018,0.012865389182036514,0.0889772739993423,9.651267347650575e-05,2.8881549436166805,0.006543726261815381,-0.008924021141025128,0.00018847859525962922
16,MS,5g,106.01879895561358,0.08097326039767293,105.33953985850303,0.010786336230632614,96.14305694017021,0.004266318125166024,9.196482918332821,0.009906744113740784,0.08730323799293185,8.590811698222191e-05,2.8130137997993088,0.0057286944863063445,-0.014164959780073247,0.00014228662938380762
17,MS,5g,120.9423529411765,0.1979997143040361,111.34708860478463,2.812408359878596,126.2336207497286,2.012102165593011,-14.88653214494397,1.9649645436828953,-0.13369484852704347,0.020151885072001434,54.70791683225961,6.243402024633223,-0.25940806907758945,0.012097024312424069
18,MS,5g,110.6356,0.16991286226040367,109.50392311835104,0.015677987675246804,101.18123325617077,0.0066616321264482085,8.322689862180274,0.014192320280949968,0.07600357708814845,0.0001198443236914292,2.670234003939729,0.008830689443458021,-0.03581467619714312,0.0002503328594351986
21,MS,5g,53.10875,0.44603340906821387,55.085615608443575,0.04337372571797856,41.8539510027018,0.010964101065281392,13.23166460574178,0.04196508751913584,0.24020181057418588,0.0005807972835482638,1.4071187261445997,0.007433452060772188,-0.013211496512599107,0.0004538118614675852
13,MS,5g,124.4931,0.08882724964941503,123.18788118282846,0.012376998933075036,112.70229957964185,0.003411180367544074,10.485581603186622,0.011897644770685603,0.08511861315014028,8.839185766503284e-05,2.9080602032691263,0.005605773183002443,-0.0027786530435040275,7.574953453860829e-05
14,MS,5g,115.86480000000002,0.0519967658961983,114.60716614222883,0.01128123942170283,104.5767837355749,0.0033830200457307443,10.03038240665393,0.010762041547028426,0.08751967912901805,8.572425188304586e-05,3.2204583265311797,0.005999474403112721,-0.009267229009410748,7.449956325424897e-05
22,MS,5g,51.598699999999994,0.26152764042583826,55.96542095599824,0.03505633455596128,42.346104791724336,0.015496366690681333,13.619316164273908,0.03144533688621298,0.24335234027779115,0.00043044499460150493,1.672369735979994,0.007600717097846424,0.0004211876177333679,0.0009634648895272258
24,MS,5g,119.215,0.06572152858325275,118.22506081198127,0.014597847651835283,108.12312535911629,0.003479247965340959,10.101935452864982,0.014177164373098863,0.08544665051118522,0.00010969908481789962,2.4118562168423527,0.005561814585910065,-0.005370461893238472,7.846284061934046e-05
25,MS,5g,59.4051,0.4078852293971435,62.61363674454789,0.07706022976335962,48.948491088618624,0.012756437557072314,13.665145655929262,0.07599705462736231,0.21824551912997067,0.0009498926440953172,1.4294303268473714,0.01227119892039486,-0.11278947340252396,0.0002964031606697854
39,MS,5g,52.8535,0.17406334492950526,51.387913021677676,0.02558934627677708,33.39294896517548,0.016782293009024184,17.994964056502194,0.019317590021326755,0.35017892337661444,0.0002697233918890298,7.756355331116262,0.01914531029921194,-0.004241331547851902,0.00033009852973301155
47,MS,5g,50.955400000000004,0.21604980332672818,50.80464093763253,0.01841907284602845,32.88119190031001,0.0123067287409977,17.923449037322523,0.013704257448063493,0.3527915699537222,0.0001943750427192258,7.6672451363622205,0.013536246645931038,-0.0051989269755534145,0.00025061487817500057
