# id,sample,weight_mg,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err,adR2,FStat,pFStat
66,OSSH,5000,83.9065,0.09735105149523235,82.39986930551031,0.013747330623877504,74.42925956912828,0.00577385088966989,7.970609736382037,0.01247604685732057,0.09673085410887927,0.00013693055371221966,3.3284937627936535,0.010060518504458993,-0.02000307412110228,0.0001722511572335681,0.9936907746807708,237232.4591541368,1.1102230246251565e-16
67,OSSH,5000,49.84879999999999,0.0938475751810729,47.973464263216655,0.039207329781177,38.62882598585405,0.006509685165636005,9.344638277362602,0.038663144047196514,0.19478764814838573,0.0006494809961610292,1.0031403472544744,0.006415855783171809,-0.04295195923840887,0.00021572395538874673,0.972559876563286,53316.10988662189,1.1102230246251565e-16
76,OSSH,5000,85.27059999999999,0.06402921005087991,83.99007785169606,0.007495348123068792,79.42879205192573,0.003023195108511371,4.561285799770335,0.006858610268987718,0.054307436264368535,7.72497717710675e-05,3.1770626493336245,0.009092487262633004,-0.019996198244593498,9.09648545007626e-05,0.9952358591299475,314084.30579404306,1.1102230246251565e-16
77,OSSH,5000,45.84089999999999,0.07760936292234993,43.523579139395814,0.05367282426878871,36.77263500040603,0.010202951950971189,6.750944138989789,0.052694134744527756,0.1551100408669999,0.001023557009022996,1.2281557491069128,0.015115257134548072,-0.051746657372297826,0.00033539466523992866,0.9355535071420372,21801.52648237583,1.1102230246251565e-16
78,OSSH,5000,83.62069999999895,0.10427071680190232,82.18861614054522,0.01364391198846396,77.69932447709651,0.006397557204869747,4.48929166344871,0.01205104128942266,0.05462181837654833,0.00013868282473939873,3.4360112126065427,0.018568581141418277,-0.003914937056596432,0.00020462143520401515,0.9800104032132186,67522.08841245504,1.1102230246251565e-16
79,OSSH,5000,50.798899999999385,0.20926677371857755,50.485106361015056,0.08486138515511277,41.08421223010548,0.00937594760896299,9.400894130909576,0.08434184191063399,0.18621123750209648,0.0013599782163396217,0.46375840637879484,0.006190102892872254,-0.060807943709941796,0.00034694675806397915,0.9296714089482129,18183.690712415675,1.1102230246251565e-16
114,OSSH,5000,49.921800000000005,0.18010329590875712,49.69678779861363,0.18079854260263567,34.602651539521126,0.13549232724900637,15.094136259092497,0.11970773685892334,0.3037245851836237,0.0018704462997132412,9.895642575590204,0.13397554942056958,0.1408074031376488,0.003104874392765629,0.9330280036478575,19651.541557026063,1.1102230246251565e-16
115,OSSH,5000,54.40860000000001,0.20983343410922375,52.199710573280775,0.03648160542280905,42.8039267301625,0.01490981957516009,9.395783843118274,0.033295717659508464,0.17999685706931198,0.0005255618186127353,3.0197509126376825,0.020462537016394187,-0.05783779717143912,0.00047785614698279727,0.9788310595395956,65128.65955754496,1.1102230246251565e-16
116,OSSH,5000,49.967699999999994,0.10419965243496677,48.64750154091052,0.28986116989439115,32.7820080927156,0.21354382511077175,15.86549344819492,0.19600646053027238,0.3261317219930134,0.003069396215305381,14.590601209990766,0.2382862977792631,0.13020195301990425,0.0038079817601657366,0.942500129015268,26194.36640386663,1.1102230246251565e-16
117,OSSH,5000,52.90559999999999,0.1678595151214759,53.45548812125058,0.022126251894513217,44.52914136769239,0.005164874638487444,8.926346753558196,0.02151499692930861,0.1669865352891546,0.0003356628613458193,1.7446707831636465,0.006882090385059472,-0.038089563246620245,0.00015671751282283643,0.9886455632489483,139140.93661055848,1.1102230246251565e-16
118,OSSH,5000,49.7406,0.1396823222571521,50.62174915242453,0.07913057224954388,38.23839481134635,0.048426252894620554,12.383354341078174,0.06258230976183717,0.24462517689365687,0.0009627244817348252,4.550117574685751,0.051649966553653816,0.05422970047839763,0.001503423984104739,0.908712850003588,13227.967797546684,1.1102230246251565e-16
119,OSSH,5000,54.9605,0.17544381018015595,54.62680105074317,0.04430072851279563,46.75497259869537,0.008609276468406226,7.871828452047802,0.04345612621317011,0.14410194813962496,0.0006812534827474739,1.1188890525685504,0.009776675250539282,-0.07439886968070905,0.00031991834308946004,0.9725424485521442,46976.5806103451,1.1102230246251565e-16
122,OSSH,5000,126.24329999999999,3.1923919678630432,128.27737553947367,0.4300184067142961,90.65900901857736,0.3192750439053636,37.618366520896316,0.2880612373304154,0.29325799941487224,0.0017468668315385825,11.733470528850306,0.13168863297910363,0.3658112805963604,0.006706119451393102,0.9645638817876416,38979.74678978472,1.1102230246251565e-16
123,OSSH,5000,53.66699999999968,0.21216978110941212,53.39017783632825,0.049582618316269256,45.421665110705945,0.008565089848170889,7.968512725622308,0.048837232466527006,0.14925053724395532,0.0007785684965905042,1.0127308234836676,0.009648267385625228,-0.07603810512254121,0.0002978326922872994,0.9694485181121231,45369.307248242905,1.1102230246251565e-16
