# id,sample,weight,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err
1,MS,10g,119.73,0.1055041758942818,117.7639128793372,0.03525163827781034,99.47112909776097,0.020426294040025553,18.29278378157623,0.028730550169810527,0.1553343748039292,0.00020782471406048759,2.4022088036671274,0.00828938056132288,-0.09931963013274886,0.0011365543847356428
2,MS,10g,97.31519999999999,0.07095064477504248,97.12126214529101,0.03440681659082633,82.6871671008032,0.025689660920427595,14.434095044487822,0.022888214209680437,0.14861931080441246,0.00020445664196066618,5.652789357277287,0.014294941824895312,-0.057041440204895516,0.0010702779039303925
3,MS,10g,120.98259999999995,0.08499684973258866,121.133033526104,0.03558860251024551,100.02788181135055,0.020373014467240252,21.105151714753443,0.02918028290044276,0.17423118286066297,0.0002010699412863298,2.380976442466584,0.007196353541139474,-0.07553940611983237,0.0011303227911544152
7,MS,10g,94.80769999999998,0.05651463442245795,93.82932381386921,0.0314903811472054,78.07887993496658,0.013506853466570186,15.750443878902631,0.02844659934383845,0.16786270260400735,0.0002534368823504012,3.133044921579356,0.011011216844904108,-0.014902130664604869,0.0004364993571557685
20,MS,10g,100.67970000000001,0.081144898142118,100.0205932322676,0.01485516177479774,84.65540136125563,0.0038891947549408792,15.365191871011978,0.014337014874566891,0.15362028332836383,0.00012146756576115386,3.5526503905305638,0.005561306116162426,-0.0565568070011303,6.668223327776167e-05
23,MS,10g,108.4795,0.0872775307130462,105.86483343809117,0.021553278647466496,90.11017062237457,0.003831422995457196,15.754662815716596,0.02120999807367311,0.14881866153343343,0.00017061904183906607,2.6621368442307336,0.005584333732408696,-0.009411993162938627,5.3162745395075826e-05
80,MS,10g,99.71050000000018,0.0672627257422288,96.84147690675078,0.02389302395999096,80.66566881907849,0.004742023582828573,16.1758080876723,0.023417724191146325,0.16703388469847563,0.00020158971697910145,2.473648151146066,0.005680645239563983,-0.0037681806658503205,8.242531858645512e-05
82,MS,10g,50.91530000000087,0.046669991301564975,51.83909599590257,0.015603442730374397,37.71550747510193,0.002497201875530806,14.12358852080064,0.015402318261642272,0.2724505173068023,0.00021656596162549332,1.7933982377507542,0.0030042682131150205,-0.0019293717969403974,4.407023154184058e-05
104,MS,10g,59.35740000000014,2.568805949075174,64.33583484868726,0.04268250541094555,45.423358583440404,0.027304716637236767,18.91247626524685,0.03280622985829981,0.293964884573698,0.0003810270701374407,10.202105604666183,0.040393938322663324,-0.06483178034389646,0.0003966750796603323
105,MS,10g,57.159500000000165,0.23745765124783066,57.89034355867414,0.04897709282566708,40.511657755270164,0.007813007584479267,17.378685803403975,0.04834989694031291,0.30020008061949044,0.0005858740595008115,1.759763527130748,0.00751765403007608,-0.02724715749154744,0.00013982548307619788
5,MS,10g,120.241,0.05598815380805086,119.13190050287304,0.03083023560814567,98.66366867213691,0.009323124340885216,20.468231830736134,0.029386779003119187,0.17181151097511882,0.0002047348179679746,2.8740183826057164,0.007181255744441456,-0.023694281559981933,0.00023208343981579157
6,MS,10g,97.699,0.06724290327016767,96.7059194456267,0.02041007948326466,79.89627944514272,0.005706600207691152,16.80964000048398,0.019596072529534082,0.17382224476894892,0.00016772704514529888,2.61116607909771,0.005190439677705882,-0.029195659619998048,0.00014339373608605334
