# id,sample,weight,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err
146,FLINTNB,03g,56.296599999999565,0.1766341972542107,56.29199245492686,0.018623018007345,53.37571571293636,0.0108541719129741,2.916276741990503,0.015132869912396,0.0518062448104954,0.0002550967919195,4.292150474042406,0.04905288716129,-0.1243070166613768,0.0003401148896033
147,FLINTNB,03g,57.49430000000034,0.2105275084919591,56.61246340288135,0.0159054436828366,52.66338660355505,0.0107517533185868,3.9490767993263,0.0117210468527408,0.0697563144571678,0.0001930527934322,5.3459806300238695,0.0367001214262713,-0.0878622762869814,0.0003188545345935
160,FLINTNB,03g,65.5544,0.3118619853362989,65.7515220230839,0.057004229828105,62.90171313324036,0.0427880231954588,2.8498088898435414,0.0376651999771712,0.043342097675595,0.0005487386844542,8.817599994994064,0.2079012034237964,-0.1153740253792319,0.0010723207618873
161,FLINTNB,03g,54.450100000000006,0.1911453021304125,54.06024924542958,0.0124559999401387,50.0679964379144,0.0084093083849568,3.9922528075151815,0.0091888773522901,0.0738482131184901,0.0001578409911554,5.24938763656546,0.0279413730813371,-0.0844456326685508,0.000253543105921
226,FLINTNB,03g,60.44030000000001,0.2242681569153461,61.55319719991628,0.0219815968624154,58.11257443365847,0.0101738317977444,3.4406227662578,0.0194854752873251,0.0558967352269798,0.0002990110899734,3.2734235568003736,0.0371345359484877,-0.0839396812825321,0.0003374910001139
227,FLINTNB,03g,51.45360000000001,0.189004663336022,50.973172810772255,0.0075984904869745,49.144980360533935,0.0045418569111498,1.8281924502383176,0.0060916823193008,0.0358657770240263,0.0001152656912375,4.412423369077501,0.0327187940540079,-0.0527069571062447,0.0001419412133405
230,FLINTNB,03g,59.5099,0.3271681968483933,59.34507745223477,0.0215660100684058,54.427962897478594,0.0159899279487599,4.917114554756173,0.0144711780606847,0.0828563170839877,0.0002247551492778,10.981022876122234,0.0699035445596949,-0.0312925716494587,0.00027796132185
231,FLINTNB,03g,34.8991,0.1360429994439172,34.601845541067114,0.0176233518045153,32.33789414425528,0.012661761602696,2.263951396811831,0.0122581532843331,0.0654286313753081,0.0003319485988107,9.626466569052036,0.1191258395478743,-0.0357372411842247,0.0002301994011328
234,FLINTNB,03g,56.301300000000005,0.139167804026928,57.035272354000426,0.0163912873328083,52.4317318216667,0.0103924917201978,4.603540532333726,0.0126755834687126,0.0807139221455972,0.0002048318456599,7.515152075325154,0.0470877432469368,-0.0378018424662033,0.0002029191721285
235,FLINTNB,03g,43.02610000000001,0.1905914875200756,42.3925106115852,0.0140323787265767,39.160643390948586,0.0091886696782453,3.231867220636617,0.0106054703936307,0.0762367496996839,0.0002316908409153,7.902785846073076,0.0596025543993122,-0.0455496008472146,0.0001770666693661
238,FLINTNB,03g,60.802800000000005,0.322701559178595,60.2616968832836,0.5224329863244106,52.24264525876447,0.372098724326206,8.019051624519129,0.3667134638306206,0.13307045833858,0.0053391733693593,40.57437599631373,1.4557932402082507,0.0054739963037044,0.0032056715941435
239,FLINTNB,03g,44.5747,0.2007740526567621,43.72457492622188,0.009986724189764,41.79493053025198,0.006438403163793,1.9296443959698968,0.0076342402859012,0.0441318045795953,0.0001670195123711,7.708323946286627,0.0697768613743794,-0.061550379799484,0.0001248905406552
242,FLINTNB,03g,45.4847,0.1335430407911405,45.26719684828467,0.0135149448619753,43.3467056331118,0.0053048171055896,1.9204912151728664,0.0124303117458283,0.0424256713224256,0.0002629956299602,3.8027105912406665,0.0464057071543076,-0.0581939361332658,0.0001299826755705
243,FLINTNB,03g,55.0677,0.2151115593895018,55.40974503727174,0.0244301216556343,52.84441901514744,0.0089895612823733,2.5653260221243035,0.0227160434948419,0.0462973800077715,0.000391056619192,2.889185209626296,0.0472146202075491,-0.0772996077543294,0.0002722400374708
