# id,sample,weight_mg,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err,adR2,FStat,pFStat
1,MS,10000,119.73,0.1055041758942818,117.76391660974215,0.03525160181202588,99.47113224568956,0.0204262024797382,18.292784364052586,0.028730570522883164,0.15533437482954177,0.0002078248365657061,2.402207196937145,0.008289337104197627,-0.09931979207267823,0.0011365504104302198,0.9970047443817428,250978.43664098906,1.1102230246251565e-16
2,MS,10000,97.31519999999999,0.07095064477504248,97.12126213900261,0.03440681447278431,82.68716704433744,0.025689658965767175,14.434095094665171,0.022888213219628535,0.14861931133068162,0.00020445663278683172,5.652789386056295,0.014294940250967707,-0.05704143782932139,0.001070277847149722,0.9996566398424508,2189369.1509840577,1.1102230246251565e-16
3,MS,10000,120.98259999999995,0.08499684973258866,121.1330335349157,0.03558860189024973,100.02788182762882,0.02037301352272446,21.105151707286883,0.0291802828037285,0.17423118278634936,0.00020106994043733611,2.380976437728123,0.007196353394231826,-0.07553940703802586,0.001130322744812671,0.9974250322548528,293906.1351572819,1.1102230246251565e-16
7,MS,10000,94.80769999999998,0.05651463442245795,93.82932378815896,0.03149038169571279,78.07887990140364,0.013506854268436215,15.750443886755324,0.028446599570298544,0.16786270273369477,0.00025343688451850575,3.1330449426102103,0.011011217058249895,-0.01490212954498624,0.0004364993807786197,0.990847133535292,149988.8435518082,1.1102230246251565e-16
20,MS,10000,100.67970000000001,0.081144898142118,100.02059322976893,0.014855161733266686,84.65540136123037,0.0038891947573428563,15.365191868538556,0.0143370148308833,0.15362028330747238,0.00012146756539811505,3.5526503907481493,0.005561306097321678,-0.05655680699933232,6.668223327983903e-05,0.9976586383937786,1190742.770542822,1.1102230246251565e-16
23,MS,10000,108.4795,0.0872775307130462,105.864833437614,0.02155327868074954,90.11017062306858,0.003831422894214552,15.75466281454541,0.021209998125783537,0.14881866152304118,0.0001706190422561844,2.662136845092188,0.005584333694078336,-0.009411993176060096,5.316274425404029e-05,0.9886235470451842,310649.84987094125,1.1102230246251565e-16
80,MS,10000,99.71050000000018,0.0672627257422288,96.84147690121576,0.023893023975990586,80.66566882405778,0.004742023575888988,16.17580807715798,0.023417724208875935,0.16703388459945007,0.00020158971716623998,2.4736481503145997,0.005680645295475983,-0.003768180762548158,8.242531832581942e-05,0.9881609428439169,236189.43880715064,1.1102230246251565e-16
81,MS,10000,50.91530000000087,0.046669991301564975,51.83909599869415,0.015603442654218048,37.71550747826687,0.0024972016893835126,14.123588520427273,0.01540231821467182,0.2724505172849282,0.00021656596090295697,1.793398236398797,0.003004268287829918,-0.0019293718595276648,4.407022890784843e-05,0.9932038551560469,413693.15596617706,1.1102230246251565e-16
104,MS,10000,59.35740000000014,2.568805949075174,64.33583485494461,0.042682505294649425,45.42335858564073,0.02730471643867598,18.912476269303887,0.03280622987225558,0.2939648846081671,0.000381027069936204,10.202105597922724,0.040393937729478795,-0.06483178037112086,0.00039667507462592906,0.9911884594467874,314319.28921658074,1.1102230246251565e-16
105,MS,10000,57.159500000000165,0.23745765124783066,57.89034355355682,0.04897709271869076,40.51165774870261,0.007813007538929807,17.37868580485421,0.04834989683930936,0.30020008067107856,0.0005858740582757194,1.7597635306844912,0.007517653994777812,-0.027247157364961177,0.00013982548246254666,0.9705207291398109,91919.61935675277,1.1102230246251565e-16
5,MS,10000,120.241,0.05598815380805086,119.13191477616633,0.030830369518953786,98.6636723886306,0.00932308057057217,20.46824238753572,0.029386933377776158,0.1718115790046096,0.00020473584377176776,2.87401345316132,0.007181173865117479,-0.02369436394192328,0.00023208260774012232,0.9927377525331068,258771.10855830894,1.1102230246251565e-16
6,MS,10000,97.69900000000001,0.06724290327016767,96.70591945378484,0.02041007947007109,79.89627944373338,0.005706600173229122,16.80964001005146,0.0195960725258282,0.17382224485321895,0.0001677270450790204,2.6111660792012406,0.0051904396154029446,-0.029195659588768085,0.00014339373516229363,0.9956195085183662,430251.29004358733,1.1102230246251565e-16
