# id,sample,weight_mg,lf0_mean,lf0_mean_err,lf0_calc,lf0_calc_err,lf1_fit,lf1_fit_err,dlf_fit,dlf_fit_err,dlf_rel_calc,dlf_rel_calc_err,k_fit,k_fit_err,m_fit,m_fit_err,adR2,FStat,pFStat
420,QP3LB,3000,28.199299999999976,0.08681616812003999,27.382223696207348,0.017972407197626508,26.123364172692984,0.013470895722409722,1.258859523514364,0.011897158858873012,0.045973604535585105,0.0004151265017978243,4.018315853648339,0.0652817305500119,-0.01873963990490818,0.000756868174508734,0.9904934774573145,60145.21743694767,1.1102230246251565e-16
